raw_row_number,attendance_id,column,error_type,expected_action
3965,ATT010432,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3967,ATT003046,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3968,ATT005935,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3972,ATT008825,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3973,ATT007102,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3973,ATT007102,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3975,ATT017751,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3975,ATT017751,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3977,ATT014275,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3980,ATT012845,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3981,ATT002951,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3986,ATT007810,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3989,ATT003015,pseudo_patient_id,missing_patient_id,reject
3998,ATT017891,gp_practice_code,malformed_gp_code,set to NULL and flag
4002,ATT006542,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4009,ATT008214,departure_time,missing_departure_time,reject
4011,ATT015057,gp_practice_code,missing_gp_code,set to NULL and flag
4013,ATT008577,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4017,ATT010337,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4018,ATT008196,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4019,ATT009234,departure_time,missing_departure_time,reject
4020,ATT009793,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4024,ATT018109,gp_practice_code,gp_code_lowercase,fix (upper-case)
4025,ATT012188,departure_time,extreme_length_of_stay,reject
4027,ATT019037,arrival_time,missing_arrival_time,reject
4028,ATT016813,gp_practice_code,gp_code_lowercase,fix (upper-case)
4033,ATT001062,(entire row),duplicate_row,remove (keep first)
4037,ATT001999,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4040,ATT018472,gp_practice_code,missing_gp_code,set to NULL and flag
4044,ATT011188,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4044,ATT011188,gp_practice_code,missing_gp_code,set to NULL and flag
4046,ATT008757,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4047,ATT006789,gp_practice_code,gp_code_lowercase,fix (upper-case)
4048,ATT014852,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4049,ATT015674,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4052,ATT002147,gp_practice_code,malformed_gp_code,set to NULL and flag
4054,ATT011634,departure_time,departure_before_arrival,reject
4061,ATT000587,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4067,ATT002954,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4067,ATT002954,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4068,ATT002267,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4069,ATT013988,triage_category,triage_decimal_format,fix (3.0 -> 3)
4074,ATT018083,arrival_time,missing_arrival_time,reject
4075,ATT010139,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4077,ATT004591,gp_practice_code,missing_gp_code,set to NULL and flag
4080,ATT016894,gp_practice_code,missing_gp_code,set to NULL and flag
4083,ATT017717,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4083,ATT017717,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
4085,ATT015534,gp_practice_code,missing_gp_code,set to NULL and flag
4089,ATT008930,departure_time,missing_departure_time,reject
4091,ATT013422,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4093,ATT002639,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4093,ATT002639,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4095,ATT007686,(entire row),duplicate_row,remove (keep first)
4095,ATT007686,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4097,ATT004626,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4097,ATT004626,gp_practice_code,malformed_gp_code,set to NULL and flag
4097,ATT004626,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4098,ATT013898,gp_practice_code,missing_gp_code,set to NULL and flag
4101,ATT000223,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4102,ATT003546,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4102,ATT003546,gp_practice_code,missing_gp_code,set to NULL and flag
4103,ATT015695,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4104,ATT002443,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4106,ATT016325,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4112,ATT011767,arrival_time,missing_arrival_time,reject
4115,ATT002557,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4116,ATT017186,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4119,ATT000903,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4119,ATT000903,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4120,ATT014109,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4121,ATT000182,gp_practice_code,missing_gp_code,set to NULL and flag
4122,ATT009993,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4124,ATT001854,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4125,ATT004231,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4126,ATT013568,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4136,ATT011837,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4139,ATT005129,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4140,ATT007015,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4141,ATT015215,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4146,ATT010935,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4146,ATT010935,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4147,ATT018365,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4148,ATT013463,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4149,ATT015312,gp_practice_code,gp_code_lowercase,fix (upper-case)
4150,ATT008619,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4151,ATT006886,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4151,ATT006886,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4153,ATT017026,gp_practice_code,gp_code_lowercase,fix (upper-case)
4154,ATT004000,gp_practice_code,gp_code_lowercase,fix (upper-case)
4157,ATT002087,gp_practice_code,gp_code_lowercase,fix (upper-case)
4159,ATT016047,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4159,ATT016047,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4160,ATT002590,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4161,ATT004334,departure_time,departure_before_arrival,reject
4163,ATT002233,(entire row),duplicate_row,remove (keep first)
4167,ATT019362,departure_time,departure_before_arrival,reject
4168,ATT012031,departure_time,extreme_length_of_stay,reject
4170,ATT019991,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
4172,ATT001040,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4173,ATT014792,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4180,ATT005349,gp_practice_code,malformed_gp_code,set to NULL and flag
4180,ATT005349,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4181,ATT002096,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
4189,ATT014958,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4192,ATT006959,departure_time,missing_departure_time,reject
4192,ATT006959,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4193,ATT000935,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4194,ATT006837,gp_practice_code,gp_code_lowercase,fix (upper-case)
4196,ATT018658,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4196,ATT018658,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4197,ATT001344,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4198,ATT005200,gp_practice_code,missing_gp_code,set to NULL and flag
4199,ATT000360,gp_practice_code,missing_gp_code,set to NULL and flag
4202,ATT000960,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4207,ATT002055,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4208,ATT009353,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4209,ATT019105,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4211,ATT013952,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4211,ATT013952,gp_practice_code,missing_gp_code,set to NULL and flag
4213,ATT019727,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4213,ATT019727,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4216,ATT018729,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4217,ATT015920,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4217,ATT015920,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4220,ATT019479,triage_category,invalid_triage_code,reject
4222,ATT019136,triage_category,invalid_triage_code,reject
4223,ATT003609,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4232,ATT006581,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4234,ATT011829,(entire row),duplicate_row,remove (keep first)
4237,ATT002395,triage_category,invalid_triage_code,reject
4242,ATT013350,departure_time,extreme_length_of_stay,reject
4242,ATT013350,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4243,ATT013113,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4249,ATT003538,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4250,ATT013935,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4251,ATT013825,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4252,ATT002747,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4256,ATT007069,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4256,ATT007069,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4259,ATT008915,departure_time,missing_departure_time,reject
4260,ATT008127,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4260,ATT008127,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4265,ATT009892,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4273,ATT009585,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4274,ATT000938,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4274,ATT000938,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4275,ATT013507,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4276,ATT007140,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
4278,ATT002135,departure_time,missing_departure_time,reject
4284,ATT014615,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
4288,ATT001086,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4290,ATT009287,gp_practice_code,missing_gp_code,set to NULL and flag
4291,ATT014327,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
4294,ATT004346,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
